sample	coverage	taxonomy
11_25_TCR_R1_paired	10.02	Root; d__Bacteria; p__Bacteroidota_A; c__Rhodothermia; o__Rhodothermales
11_25_TCR_R1_paired	0.11	Root; d__Bacteria; p__Bacteroidota_A; c__Rhodothermia; o__Balneolales
11_25_TCR_R1_paired	0.51	Root; d__Bacteria; p__Bacteroidota_A; c__Ignavibacteria; o__Ignavibacteriales
11_25_TCR_R1_paired	0.06	Root; d__Bacteria; p__Bacteroidota_A; c__SZUA-365; o__SZUA-365
11_25_TCR_R1_paired	0.98	Root; d__Bacteria; p__Bacteroidota_A; c__UBA10030; o__UBA10030
11_25_TCR_R1_paired	0.68	Root; d__Bacteria; p__Bacteroidota_A; c__Kapaibacteriia; o__Kapaibacteriales
11_25_TCR_R1_paired	1.81	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales
11_25_TCR_R1_paired	0.1	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales
11_25_TCR_R1_paired	0.52	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Palsa-1104
11_25_TCR_R1_paired	1.41	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__GCA-2747355
11_25_TCR_R1_paired	1.03	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales
11_25_TCR_R1_paired	0.46	Root; d__Bacteria; p__Myxococcota; c__Bradymonadia; o__Bradymonadales
11_25_TCR_R1_paired	0.54	Root; d__Bacteria; p__Myxococcota; c__UBA9042; o__PHBI01
11_25_TCR_R1_paired	0.79	Root; d__Bacteria; p__Myxococcota; c__UBA727; o__UBA727
11_25_TCR_R1_paired	1.43	Root; d__Bacteria; p__Myxococcota; c__XYA12-FULL-58-9; o__XYA12-FULL-58-9
11_25_TCR_R1_paired	0.69	Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796
11_25_TCR_R1_paired	4.01	Root; d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellia; o__UBA8416
11_25_TCR_R1_paired	0.65	Root; d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellia; o__Kiritimatiellales
11_25_TCR_R1_paired	0.51	Root; d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellia; o__RFP12
11_25_TCR_R1_paired	0.71	Root; d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellia; o__CAIKKV01
11_25_TCR_R1_paired	0.21	Root; d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellia; o__SS1-B-03-39
11_25_TCR_R1_paired	0.67	Root; d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellia; o__SLAD01
11_25_TCR_R1_paired	0.67	Root; d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellia; o__CAIQIC01
11_25_TCR_R1_paired	2.05	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Opitutales
11_25_TCR_R1_paired	1.78	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Verrucomicrobiales
11_25_TCR_R1_paired	4.86	Root; d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiia; o__Limisphaerales
