sample	coverage	taxonomy
11_25_FSP_R1_paired	2.51	Root; d__Bacteria; p__Bdellovibrionota_B; c__UBA2361; o__UBA2361
11_25_FSP_R1_paired	1.2	Root; d__Bacteria; p__Bdellovibrionota_B; c__UBA2361; o__SZUA-149
11_25_FSP_R1_paired	1.29	Root; d__Bacteria; p__Bdellovibrionota_B; c__Oligoflexia; o__Oligoflexales
11_25_FSP_R1_paired	4.24	Root; d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales
11_25_FSP_R1_paired	1.45	Root; d__Bacteria; p__Desulfobacterota; c__Desulfobulbia; o__Desulfobulbales
11_25_FSP_R1_paired	1.25	Root; d__Bacteria; p__Desulfobacterota; c__Desulfuromonadia; o__Desulfuromonadales
11_25_FSP_R1_paired	1.27	Root; d__Bacteria; p__Myxococcota; c__XYA12-FULL-58-9; o__XYA12-FULL-58-9
11_25_FSP_R1_paired	2.2	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales
11_25_FSP_R1_paired	0.5	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Haliangiales
11_25_FSP_R1_paired	0.63	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__GCA-2747355
11_25_FSP_R1_paired	0.35	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Palsa-1104
11_25_FSP_R1_paired	1.09	Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796
11_25_FSP_R1_paired	0.72	Root; d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales
11_25_FSP_R1_paired	0.51	Root; d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales
11_25_FSP_R1_paired	0.77	Root; d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA1149
11_25_FSP_R1_paired	0.54	Root; d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__HRBIN30
11_25_FSP_R1_paired	0.19	Root; d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA9968
